"Ukazatel","IndicatorType","Druh PHM","CENPHM","Týdny","CASTPHM","Území","Uz0","Hodnota"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 16. týden 2019","2019-W16","Česko","CZ","32.21"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 18. týden 2019","2019-W18","Česko","CZ","32.62"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 19. týden 2019","2019-W19","Česko","CZ","32.83"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 20. týden 2019","2019-W20","Česko","CZ","32.98"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 21. týden 2019","2019-W21","Česko","CZ","33.02"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 22. týden 2019","2019-W22","Česko","CZ","33.29"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 23. týden 2019","2019-W23","Česko","CZ","33.5"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 24. týden 2019","2019-W24","Česko","CZ","33.27"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 25. týden 2019","2019-W25","Česko","CZ","32.86"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 26. týden 2019","2019-W26","Česko","CZ","32.7"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 27. týden 2019","2019-W27","Česko","CZ","32.61"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 28. týden 2019","2019-W28","Česko","CZ","32.65"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 29. týden 2019","2019-W29","Česko","CZ","32.63"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 30. týden 2019","2019-W30","Česko","CZ","32.65"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 31. týden 2019","2019-W31","Česko","CZ","32.64"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 32. týden 2019","2019-W32","Česko","CZ","32.61"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 33. týden 2019","2019-W33","Česko","CZ","32.48"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 34. týden 2019","2019-W34","Česko","CZ","32.39"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 35. týden 2019","2019-W35","Česko","CZ","32.34"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 36. týden 2019","2019-W36","Česko","CZ","32.28"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 37. týden 2019","2019-W37","Česko","CZ","32.24"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 38. týden 2019","2019-W38","Česko","CZ","32.087"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 39. týden 2019","2019-W39","Česko","CZ","32.216"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 40. týden 2019","2019-W40","Česko","CZ","32.18"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 41. týden 2019","2019-W41","Česko","CZ","32.341"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 42. týden 2019","2019-W42","Česko","CZ","32.217"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 43. týden 2019","2019-W43","Česko","CZ","32.058"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 44. týden 2019","2019-W44","Česko","CZ","31.99"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 45. týden 2019","2019-W45","Česko","CZ","31.94"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 46. týden 2019","2019-W46","Česko","CZ","31.987"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 47. týden 2019","2019-W47","Česko","CZ","31.96"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 48. týden 2019","2019-W48","Česko","CZ","31.92"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 49. týden 2019","2019-W49","Česko","CZ","31.9"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 50. týden 2019","2019-W50","Česko","CZ","31.78"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 51. týden 2019","2019-W51","Česko","CZ","31.7"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 02. týden 2020","2020-W02","Česko","CZ","31.89"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 03. týden 2020","2020-W03","Česko","CZ","32.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 04. týden 2020","2020-W04","Česko","CZ","31.98"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 05. týden 2020","2020-W05","Česko","CZ","31.93"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 06. týden 2020","2020-W06","Česko","CZ","31.78"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 07. týden 2020","2020-W07","Česko","CZ","31.57"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 08. týden 2020","2020-W08","Česko","CZ","31.5"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 09. týden 2020","2020-W09","Česko","CZ","31.44"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 10. týden 2020","2020-W10","Česko","CZ","31.31"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 11. týden 2020","2020-W11","Česko","CZ","30.96"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 12. týden 2020","2020-W12","Česko","CZ","30.11"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 13. týden 2020","2020-W13","Česko","CZ","28.71"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 14. týden 2020","2020-W14","Česko","CZ","27.61"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 15. týden 2020","2020-W15","Česko","CZ","26.937"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 17. týden 2020","2020-W17","Česko","CZ","26.21"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 18. týden 2020","2020-W18","Česko","CZ","25.7"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 19. týden 2020","2020-W19","Česko","CZ","25.32"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 20. týden 2020","2020-W20","Česko","CZ","25.24"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 21. týden 2020","2020-W21","Česko","CZ","25.68"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 22. týden 2020","2020-W22","Česko","CZ","25.84"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 23. týden 2020","2020-W23","Česko","CZ","25.95"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 24. týden 2020","2020-W24","Česko","CZ","26.12"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 25. týden 2020","2020-W25","Česko","CZ","26.4"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 26. týden 2020","2020-W26","Česko","CZ","26.7"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 27. týden 2020","2020-W27","Česko","CZ","27.01"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 28. týden 2020","2020-W28","Česko","CZ","27.37"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 29. týden 2020","2020-W29","Česko","CZ","27.6"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 30. týden 2020","2020-W30","Česko","CZ","27.88"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 31. týden 2020","2020-W31","Česko","CZ","27.96"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 32. týden 2020","2020-W32","Česko","CZ","27.94"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 33. týden 2020","2020-W33","Česko","CZ","27.83"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 34. týden 2020","2020-W34","Česko","CZ","27.83"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 35. týden 2020","2020-W35","Česko","CZ","27.79"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 36. týden 2020","2020-W36","Česko","CZ","27.78"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 37. týden 2020","2020-W37","Česko","CZ","27.75"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 38. týden 2020","2020-W38","Česko","CZ","27.7"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 39. týden 2020","2020-W39","Česko","CZ","27.63"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 40. týden 2020","2020-W40","Česko","CZ","27.61"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 41. týden 2020","2020-W41","Česko","CZ","27.707"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 42. týden 2020","2020-W42","Česko","CZ","27.86"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 43. týden 2020","2020-W43","Česko","CZ","27.97"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 44. týden 2020","2020-W44","Česko","CZ","28.01"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 45. týden 2020","2020-W45","Česko","CZ","27.89"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 46. týden 2020","2020-W46","Česko","CZ","27.68"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 47. týden 2020","2020-W47","Česko","CZ","27.6"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 48. týden 2020","2020-W48","Česko","CZ","27.7"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 49. týden 2020","2020-W49","Česko","CZ","27.7"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 50. týden 2020","2020-W50","Česko","CZ","27.85"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 51. týden 2020","2020-W51","Česko","CZ","27.91"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 01. týden 2021","2021-W01","Česko","CZ","27.91"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 02. týden 2021","2021-W02","Česko","CZ","27.91"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 03. týden 2021","2021-W03","Česko","CZ","28.11"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 04. týden 2021","2021-W04","Česko","CZ","28.3"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 05. týden 2021","2021-W05","Česko","CZ","28.35"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 06. týden 2021","2021-W06","Česko","CZ","28.59"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 07. týden 2021","2021-W07","Česko","CZ","28.76"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 08. týden 2021","2021-W08","Česko","CZ","28.91"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 09. týden 2021","2021-W09","Česko","CZ","29.32"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 10. týden 2021","2021-W10","Česko","CZ","29.81"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 11. týden 2021","2021-W11","Česko","CZ","30.69"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 12. týden 2021","2021-W12","Česko","CZ","31.19"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 13. týden 2021","2021-W13","Česko","CZ","31.33"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 15. týden 2021","2021-W15","Česko","CZ","31.51"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 16. týden 2021","2021-W16","Česko","CZ","31.54"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 17. týden 2021","2021-W17","Česko","CZ","31.58"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 18. týden 2021","2021-W18","Česko","CZ","31.6"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 19. týden 2021","2021-W19","Česko","CZ","31.9"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 20. týden 2021","2021-W20","Česko","CZ","32.1"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 21. týden 2021","2021-W21","Česko","CZ","32.17"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 22. týden 2021","2021-W22","Česko","CZ","32.18"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 23. týden 2021","2021-W23","Česko","CZ","32.29"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 24. týden 2021","2021-W24","Česko","CZ","32.34"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201"," 25. týden 2021","2021-W25","Česko","CZ","32.52"
